age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
57,white-collar,divorced,secondary,no,14,no,yes,cellular,22,second half,445,2,-1,0,no
28,white-collar,single,secondary,no,769,yes,no,cellular,15,first half,153,1,371,2,no
57,white-collar,married,secondary,no,139,no,no,cellular,17,second half,80,1,-1,0,no
36,white-collar,married,tertiary,no,6,yes,no,cellular,27,first half,100,1,435,1,no
33,white-collar,married,tertiary,no,2098,no,no,cellular,20,second half,67,1,-1,0,no
57,white-collar,married,tertiary,no,320,no,no,cellular,7,second half,76,2,-1,0,no
51,other,divorced,tertiary,no,370,yes,no,cellular,19,second half,109,3,-1,0,no
54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,second half,98,1,-1,0,no
43,white-collar,married,tertiary,no,13342,yes,no,cellular,18,second half,465,1,-1,0,no
58,other,single,primary,no,6570,no,no,cellular,21,second half,106,3,-1,0,no
53,white-collar,married,secondary,no,225,yes,no,cellular,20,first half,304,1,340,1,no
44,white-collar,married,secondary,no,-665,no,no,cellular,30,second half,342,3,-1,0,no
35,blue-collar,married,primary,no,46,no,no,cellular,8,second half,338,3,-1,0,no
40,white-collar,married,secondary,no,2,no,no,cellular,22,second half,197,5,-1,0,no
38,white-collar,single,secondary,no,883,yes,no,cellular,12,first half,95,1,327,9,no
25,blue-collar,single,secondary,no,913,yes,no,cellular,7,second half,113,4,-1,0,no
38,blue-collar,divorced,secondary,no,595,yes,no,cellular,7,first half,245,3,-1,0,no
26,white-collar,single,secondary,no,7,yes,no,cellular,22,second half,188,2,-1,0,no
37,white-collar,single,tertiary,no,1661,no,no,cellular,19,second half,199,5,-1,0,no
30,white-collar,married,tertiary,no,102,yes,no,cellular,5,first half,470,7,426,3,yes
33,white-collar,single,tertiary,no,490,yes,no,cellular,7,first half,31,1,363,2,no
35,white-collar,married,tertiary,no,2682,yes,no,cellular,9,second half,156,1,-1,0,no
29,other,married,secondary,no,596,no,no,cellular,30,first half,510,2,-1,0,no
54,blue-collar,married,secondary,no,2059,yes,no,cellular,25,second half,177,4,-1,0,no
27,white-collar,married,secondary,no,132,no,no,cellular,13,second half,123,2,-1,0,no
34,white-collar,married,secondary,no,0,no,no,cellular,2,first half,270,1,-1,0,no
38,white-collar,married,tertiary,no,223,no,no,cellular,28,first half,63,1,-1,0,no
26,white-collar,single,secondary,no,512,yes,yes,cellular,30,first half,206,5,239,3,no
30,white-collar,single,tertiary,no,940,no,no,cellular,8,second half,131,2,-1,0,no
34,white-collar,married,secondary,no,0,yes,no,cellular,29,second half,116,4,-1,0,no
34,white-collar,married,secondary,no,1007,yes,no,cellular,21,second half,240,2,-1,0,no
34,white-collar,single,secondary,no,0,no,no,cellular,22,second half,132,4,-1,0,no
30,white-collar,married,secondary,no,1286,yes,yes,cellular,17,second half,544,1,-1,0,no
30,other,single,secondary,no,4,no,no,cellular,4,first half,443,2,-1,0,no
51,blue-collar,married,primary,no,0,yes,no,cellular,10,second half,324,1,-1,0,no
36,white-collar,single,secondary,no,417,yes,no,cellular,6,first half,15,10,207,3,no
48,blue-collar,married,primary,no,1678,no,no,cellular,28,first half,263,2,-1,0,no
58,white-collar,married,secondary,no,407,yes,no,cellular,29,second half,145,2,-1,0,no
56,white-collar,divorced,tertiary,no,659,no,yes,cellular,2,first half,56,1,-1,0,no
34,blue-collar,married,secondary,no,393,yes,no,cellular,5,first half,11,9,-1,0,no
33,white-collar,divorced,secondary,no,661,yes,no,cellular,18,second half,411,1,173,2,no
26,white-collar,single,secondary,no,0,no,no,cellular,29,second half,165,23,-1,0,no
35,white-collar,married,secondary,no,195,yes,no,cellular,17,first half,203,1,-1,0,no
37,white-collar,single,secondary,no,-242,yes,no,cellular,13,second half,1149,6,-1,0,yes
43,white-collar,single,secondary,no,3403,yes,no,cellular,12,second half,707,2,97,2,yes
28,blue-collar,married,secondary,no,8,yes,no,cellular,15,first half,196,1,-1,0,no
26,other,single,secondary,no,622,no,no,cellular,28,first half,1451,2,-1,0,yes
35,white-collar,single,secondary,no,2,no,no,cellular,11,second half,239,4,-1,0,no
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,second half,73,6,-1,0,no
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,first half,203,2,334,2,no
32,white-collar,single,secondary,no,6402,yes,no,cellular,6,first half,158,1,167,1,no
30,other,married,secondary,no,1210,no,no,cellular,9,second half,100,4,-1,0,no
26,white-collar,single,tertiary,no,122,no,yes,cellular,8,second half,160,1,-1,0,no
30,other,single,secondary,no,0,yes,no,cellular,19,second half,661,1,-1,0,no
32,white-collar,married,tertiary,no,62,yes,no,cellular,14,first half,166,1,-1,0,no
47,white-collar,married,secondary,no,3333,yes,yes,cellular,29,second half,114,2,-1,0,no
57,blue-collar,married,primary,no,23,yes,no,telephone,31,second half,25,8,-1,0,no
35,white-collar,married,secondary,no,0,yes,no,cellular,7,first half,121,2,-1,0,no
54,white-collar,divorced,tertiary,no,0,no,yes,cellular,10,second half,88,1,-1,0,no
41,white-collar,married,secondary,no,2105,yes,no,cellular,18,second half,134,1,-1,0,no
35,white-collar,single,secondary,no,35,yes,no,cellular,14,first half,152,1,-1,0,no
30,white-collar,married,tertiary,no,877,no,no,cellular,13,second half,202,1,83,5,no
51,white-collar,married,secondary,yes,-2082,no,yes,cellular,28,second half,123,6,-1,0,no
60,other,married,secondary,no,89,no,no,cellular,30,first half,156,2,-1,0,no
31,white-collar,married,tertiary,no,1750,yes,no,telephone,14,first half,90,3,-1,0,no
56,white-collar,married,primary,no,772,yes,no,telephone,20,second half,291,1,-1,0,no
42,white-collar,married,secondary,no,1048,yes,no,telephone,6,first half,23,2,-1,0,no
52,white-collar,married,primary,no,592,no,no,cellular,21,second half,122,2,-1,0,no
40,white-collar,married,secondary,no,0,yes,yes,cellular,26,second half,105,2,172,1,no
36,white-collar,married,secondary,no,3064,yes,no,telephone,11,first half,1143,4,-1,0,no
46,blue-collar,married,secondary,no,0,yes,no,cellular,8,first half,264,2,-1,0,no
32,white-collar,single,secondary,no,1649,no,no,cellular,27,first half,204,2,-1,0,no
31,other,single,tertiary,no,287,yes,no,cellular,19,second half,182,1,-1,0,no
41,white-collar,divorced,secondary,no,0,yes,no,cellular,17,second half,386,2,-1,0,no
36,white-collar,married,secondary,no,257,yes,no,cellular,12,first half,86,2,-1,0,no
52,white-collar,married,secondary,no,118,no,no,cellular,28,second half,16,20,-1,0,no
42,white-collar,married,tertiary,no,251,no,no,cellular,20,second half,413,2,-1,0,no
62,white-collar,married,tertiary,no,0,no,no,cellular,13,second half,78,3,-1,0,no
31,white-collar,single,tertiary,no,23,no,no,cellular,25,second half,121,3,-1,0,no
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,second half,477,1,-1,0,yes
34,white-collar,married,tertiary,no,5498,no,no,cellular,19,second half,265,1,-1,0,no
44,white-collar,single,tertiary,no,5063,no,no,cellular,27,second half,418,2,-1,0,yes
42,blue-collar,married,primary,no,7041,yes,no,cellular,28,second half,386,4,-1,0,no
47,white-collar,married,tertiary,no,1890,no,no,cellular,8,second half,161,1,-1,0,no
32,other,married,secondary,no,2400,yes,yes,cellular,5,first half,450,3,-1,0,no
46,blue-collar,married,secondary,no,519,yes,no,cellular,25,second half,217,6,-1,0,no
39,white-collar,single,tertiary,no,1190,no,no,cellular,8,second half,136,1,-1,0,no
26,other,single,secondary,no,203,no,no,cellular,16,second half,104,1,196,1,no
52,white-collar,married,secondary,no,1818,no,yes,cellular,17,second half,189,2,111,4,no
42,other,married,secondary,no,1289,no,no,cellular,15,second half,250,4,415,2,yes
33,white-collar,divorced,tertiary,no,39,no,no,cellular,19,second half,123,5,-1,0,no
73,other,married,primary,no,796,no,no,cellular,23,second half,427,1,182,2,yes
35,white-collar,single,secondary,no,57,no,yes,cellular,8,second half,632,2,-1,0,no
40,white-collar,married,tertiary,no,1548,yes,no,cellular,13,first half,101,3,-1,0,no
51,white-collar,married,secondary,no,117,no,no,cellular,24,second half,467,2,88,4,yes
37,white-collar,single,secondary,no,0,yes,no,cellular,16,first half,640,2,-1,0,no
39,white-collar,married,tertiary,no,691,yes,yes,cellular,16,first half,517,1,255,1,no
49,white-collar,divorced,tertiary,no,0,yes,no,cellular,12,first half,177,3,-1,0,no
29,white-collar,single,tertiary,no,218,yes,no,cellular,12,first half,169,1,-1,0,no
35,white-collar,married,secondary,no,724,yes,no,cellular,14,second half,287,2,415,1,yes
35,other,married,tertiary,no,20,yes,yes,cellular,17,second half,505,3,-1,0,no
30,blue-collar,married,secondary,no,-28,yes,no,cellular,18,first half,284,2,371,1,no
46,blue-collar,married,primary,no,665,no,no,cellular,30,first half,89,4,235,2,no
25,other,single,tertiary,no,5,no,no,cellular,29,second half,138,1,-1,0,no
36,white-collar,married,tertiary,no,925,no,no,cellular,14,second half,321,3,189,4,yes
57,white-collar,married,secondary,no,3927,no,no,cellular,13,second half,61,1,-1,0,no
42,white-collar,divorced,tertiary,no,401,yes,no,cellular,24,second half,217,9,-1,0,no
29,white-collar,married,tertiary,no,581,yes,yes,cellular,14,second half,192,2,-1,0,no
36,white-collar,married,tertiary,no,1327,no,no,cellular,29,second half,174,2,-1,0,no
50,other,divorced,secondary,no,32,no,no,cellular,4,second half,282,2,-1,0,no
47,white-collar,married,secondary,no,310,yes,yes,telephone,14,second half,128,6,-1,0,no
46,other,married,primary,no,0,no,no,telephone,2,first half,161,1,-1,0,no
26,blue-collar,single,primary,no,155,yes,no,cellular,29,first half,291,1,244,4,no
31,white-collar,single,secondary,no,11386,yes,no,cellular,20,second half,356,1,-1,0,no
42,white-collar,married,secondary,no,5564,no,no,cellular,17,second half,560,2,-1,0,no
32,white-collar,single,secondary,no,-402,yes,no,cellular,17,first half,135,1,-1,0,no
57,other,married,primary,no,1623,yes,yes,cellular,18,second half,246,1,-1,0,no
38,white-collar,married,tertiary,no,1042,yes,no,cellular,4,first half,419,2,-1,0,no
22,other,single,secondary,no,2488,no,no,cellular,8,second half,449,2,38,10,yes
54,white-collar,married,secondary,no,865,yes,no,cellular,17,second half,71,1,-1,0,no
32,white-collar,married,tertiary,no,-1053,yes,no,cellular,21,second half,357,3,-1,0,no
32,white-collar,married,tertiary,no,1667,yes,no,cellular,18,second half,164,2,179,3,no
50,white-collar,divorced,secondary,no,769,no,no,cellular,28,second half,72,2,363,4,no
34,white-collar,married,secondary,no,-136,yes,yes,cellular,12,second half,131,2,-1,0,no
35,white-collar,divorced,secondary,no,3636,no,yes,cellular,21,second half,808,2,-1,0,yes
30,white-collar,married,tertiary,no,931,no,no,cellular,17,second half,1183,1,-1,0,no
62,other,married,secondary,no,565,no,no,cellular,4,second half,123,3,-1,0,no
26,white-collar,single,tertiary,no,1153,no,no,cellular,4,first half,238,3,-1,0,no
34,white-collar,married,tertiary,no,-73,yes,no,cellular,11,second half,90,1,-1,0,no
55,other,married,primary,no,-966,no,yes,cellular,14,first half,104,1,-1,0,no
34,white-collar,married,secondary,no,96,no,no,cellular,29,second half,109,2,-1,0,no
58,other,married,primary,no,4007,no,no,cellular,30,second half,598,4,-1,0,no
31,white-collar,single,secondary,no,40,no,no,cellular,7,second half,123,2,-1,0,no
47,white-collar,divorced,secondary,no,136,no,yes,cellular,23,second half,70,1,-1,0,no
46,white-collar,single,tertiary,no,593,yes,no,cellular,29,first half,190,3,-1,0,no
34,blue-collar,married,secondary,no,2542,yes,no,cellular,14,first half,228,1,-1,0,no
37,white-collar,married,tertiary,no,5355,no,no,telephone,17,first half,466,4,-1,0,yes
38,other,single,tertiary,no,807,no,no,cellular,27,first half,74,2,-1,0,no
32,white-collar,married,secondary,no,0,no,no,cellular,30,first half,119,3,-1,0,no
55,white-collar,married,tertiary,no,540,no,no,cellular,19,second half,124,2,-1,0,no
35,blue-collar,married,secondary,no,280,yes,yes,cellular,31,second half,65,50,-1,0,no
56,white-collar,divorced,tertiary,no,-59,no,yes,cellular,28,second half,127,6,-1,0,no
27,white-collar,married,secondary,yes,-517,yes,no,cellular,14,second half,172,3,-1,0,no
42,other,single,secondary,no,2613,yes,no,cellular,30,second half,174,6,-1,0,no
67,other,married,primary,no,2301,no,no,cellular,16,first half,124,1,-1,0,no
31,white-collar,married,secondary,no,212,yes,no,cellular,18,second half,191,3,-1,0,no
30,white-collar,married,tertiary,no,1882,yes,no,cellular,11,second half,249,5,-1,0,no
30,white-collar,single,secondary,no,175,no,no,cellular,25,second half,167,4,-1,0,no
43,white-collar,single,tertiary,yes,0,no,no,cellular,29,second half,73,4,-1,0,no
46,other,married,secondary,no,3533,yes,no,cellular,12,second half,235,2,-1,0,no
59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,first half,44,1,-1,0,no
35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,first half,93,3,329,7,no
39,white-collar,single,tertiary,no,0,yes,no,cellular,16,first half,81,2,-1,0,no
33,white-collar,single,tertiary,no,0,no,no,cellular,19,second half,53,4,-1,0,no
48,other,divorced,secondary,no,1266,yes,no,telephone,3,first half,45,1,-1,0,no
57,white-collar,married,tertiary,no,2416,no,no,cellular,11,second half,74,2,-1,0,no
31,other,married,primary,no,25,no,no,cellular,21,second half,169,5,-1,0,no
30,other,single,tertiary,no,7513,no,no,cellular,11,second half,269,2,-1,0,no
56,white-collar,divorced,primary,no,29,no,no,cellular,29,first half,52,2,227,1,no
26,blue-collar,married,primary,no,5116,yes,no,cellular,22,second half,246,3,-1,0,no
44,white-collar,divorced,secondary,no,14,no,no,cellular,13,second half,167,1,92,1,yes
31,white-collar,married,tertiary,no,4148,yes,no,cellular,21,second half,316,3,99,9,yes
30,white-collar,single,secondary,no,105,yes,no,cellular,21,second half,75,1,-1,0,no
37,white-collar,married,tertiary,no,767,no,yes,cellular,2,first half,204,1,-1,0,no
56,white-collar,divorced,primary,no,0,no,yes,cellular,10,second half,542,1,-1,0,no
60,white-collar,married,secondary,no,725,yes,no,cellular,8,second half,266,1,-1,0,no
34,white-collar,single,tertiary,no,184,no,no,cellular,22,second half,203,4,-1,0,no
38,white-collar,divorced,secondary,no,-17,no,no,cellular,21,second half,11,4,-1,0,no
33,white-collar,married,tertiary,no,1064,yes,no,cellular,13,first half,562,1,-1,0,yes
36,blue-collar,married,secondary,no,777,yes,no,cellular,6,first half,185,3,-1,0,no
49,other,married,tertiary,no,377,no,no,cellular,22,first half,158,1,59,2,no
34,white-collar,divorced,secondary,no,479,yes,no,cellular,12,first half,515,1,350,5,yes
40,white-collar,divorced,secondary,no,-375,yes,no,cellular,13,first half,60,5,-1,0,no
72,other,married,primary,no,796,no,no,cellular,24,first half,173,2,-1,0,no
44,blue-collar,married,secondary,no,1071,yes,no,cellular,11,first half,143,3,357,1,no
35,white-collar,married,secondary,no,0,yes,no,cellular,20,first half,18,5,-1,0,no
46,white-collar,divorced,secondary,no,7378,no,no,cellular,18,second half,466,1,-1,0,no
55,white-collar,married,secondary,no,865,yes,no,cellular,17,first half,85,1,151,1,no
50,white-collar,divorced,secondary,no,-701,yes,yes,cellular,24,second half,148,1,-1,0,no
61,other,married,secondary,no,2917,no,no,cellular,6,second half,215,1,-1,0,yes
28,blue-collar,married,secondary,no,4287,no,no,cellular,30,first half,171,1,-1,0,no
25,white-collar,married,secondary,no,242,yes,no,cellular,30,second half,62,12,-1,0,no
31,white-collar,single,secondary,no,469,no,yes,cellular,2,first half,111,1,-1,0,no
42,white-collar,married,secondary,no,0,no,no,cellular,29,second half,82,12,-1,0,no
32,blue-collar,married,secondary,no,9,yes,no,cellular,17,first half,334,2,-1,0,no
52,white-collar,married,tertiary,no,2557,no,no,cellular,28,first half,134,5,204,2,yes
31,white-collar,married,tertiary,no,2395,no,no,cellular,27,first half,218,1,-1,0,no
46,white-collar,divorced,tertiary,no,134,no,no,cellular,19,second half,134,2,-1,0,no
59,white-collar,married,secondary,no,0,yes,no,cellular,12,first half,214,3,-1,0,no
34,white-collar,married,tertiary,no,2892,yes,yes,cellular,30,second half,1165,7,-1,0,no
33,white-collar,divorced,secondary,no,0,yes,no,cellular,7,first half,177,2,-1,0,no
48,white-collar,married,secondary,no,292,yes,yes,cellular,29,second half,164,6,-1,0,no
31,white-collar,single,secondary,no,85,no,no,cellular,16,second half,151,1,-1,0,no
32,white-collar,married,secondary,no,4,no,no,cellular,4,first half,145,2,260,4,no
36,blue-collar,single,primary,no,367,no,no,cellular,2,first half,217,1,221,1,no
52,white-collar,married,tertiary,no,-1224,yes,no,cellular,7,first half,253,4,-1,0,no
34,white-collar,married,tertiary,no,0,no,no,cellular,20,second half,263,2,-1,0,no
26,white-collar,single,tertiary,no,-8,no,no,cellular,13,second half,402,2,-1,0,no
32,blue-collar,married,primary,no,642,no,yes,cellular,8,second half,524,1,-1,0,no
58,other,married,secondary,no,11,no,no,cellular,11,second half,270,1,-1,0,no
31,white-collar,married,tertiary,no,5191,no,no,cellular,20,second half,187,2,-1,0,no
33,blue-collar,single,secondary,no,-320,no,no,cellular,18,first half,268,2,-1,0,no
53,white-collar,married,tertiary,no,2289,yes,yes,cellular,17,second half,183,1,-1,0,no
36,white-collar,married,secondary,no,725,yes,no,cellular,27,first half,123,3,99,8,no
32,white-collar,single,tertiary,no,705,yes,no,cellular,20,first half,20,4,-1,0,no
45,blue-collar,married,secondary,no,776,yes,no,cellular,6,first half,232,4,253,1,no
35,other,married,tertiary,no,816,yes,no,cellular,19,second half,547,7,-1,0,no
41,white-collar,married,secondary,no,171,no,no,cellular,21,second half,71,9,-1,0,no
54,white-collar,married,secondary,no,812,no,no,cellular,31,second half,113,6,-1,0,no
49,white-collar,married,secondary,no,823,no,no,cellular,8,second half,780,4,-1,0,yes
28,white-collar,single,secondary,no,1453,yes,no,cellular,12,first half,246,1,343,1,no
30,white-collar,single,secondary,no,1009,yes,no,cellular,29,first half,253,1,-1,0,no
32,white-collar,married,primary,no,286,yes,no,cellular,6,second half,175,1,-1,0,no
42,blue-collar,married,primary,no,2111,yes,no,cellular,7,first half,86,2,-1,0,no
33,white-collar,married,secondary,no,181,yes,yes,telephone,28,second half,265,2,-1,0,no
56,other,divorced,primary,no,1770,no,no,cellular,5,first half,916,3,-1,0,no
58,other,married,primary,no,0,no,no,cellular,4,second half,506,1,-1,0,no
37,white-collar,single,secondary,no,-296,yes,no,cellular,20,first half,81,1,-1,0,no
59,white-collar,married,primary,no,2358,yes,no,cellular,17,first half,30,1,-1,0,no
50,white-collar,single,tertiary,no,1200,no,no,cellular,14,second half,904,3,-1,0,yes
30,white-collar,married,secondary,no,616,yes,no,cellular,6,first half,19,1,-1,0,no
44,white-collar,married,secondary,no,313,no,no,cellular,6,second half,211,4,-1,0,no
38,blue-collar,married,primary,no,290,yes,no,cellular,16,first half,283,1,-1,0,no
50,white-collar,married,tertiary,no,1240,no,no,cellular,12,second half,474,2,-1,0,no
27,white-collar,single,tertiary,no,3672,yes,no,cellular,15,first half,157,2,351,5,no
73,other,married,secondary,no,19,no,no,cellular,5,second half,509,2,-1,0,no
56,other,divorced,secondary,no,212,no,yes,telephone,17,second half,27,1,-1,0,no
36,white-collar,married,tertiary,no,9,no,no,cellular,11,second half,386,4,-1,0,yes
33,blue-collar,married,primary,no,3074,no,no,cellular,18,second half,679,1,-1,0,no
51,blue-collar,married,secondary,no,397,yes,no,cellular,20,second half,293,2,-1,0,no
33,blue-collar,married,secondary,no,640,yes,no,cellular,3,first half,439,3,-1,0,no
50,white-collar,married,secondary,no,1011,yes,no,telephone,30,second half,340,2,-1,0,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,first half,1472,1,192,4,yes
36,white-collar,married,tertiary,no,1133,yes,no,cellular,4,second half,293,1,181,2,yes
42,white-collar,married,secondary,no,4945,yes,no,cellular,2,first half,311,2,-1,0,yes
37,white-collar,married,secondary,no,712,yes,no,cellular,18,second half,291,2,-1,0,no
59,white-collar,married,secondary,no,92,yes,no,cellular,12,first half,139,2,350,1,no
57,other,married,primary,no,1238,yes,no,cellular,15,second half,274,1,-1,0,no
49,white-collar,single,secondary,no,981,yes,no,telephone,21,second half,10,3,-1,0,no
27,other,single,tertiary,no,3733,yes,no,cellular,22,first half,198,1,98,6,yes
31,white-collar,single,tertiary,no,574,yes,no,cellular,16,second half,410,2,-1,0,no
58,other,married,primary,no,0,yes,no,telephone,9,second half,148,1,-1,0,no
46,white-collar,married,secondary,no,0,yes,yes,cellular,20,first half,239,2,259,2,no
32,white-collar,single,tertiary,no,474,yes,no,cellular,7,second half,90,3,-1,0,no
35,white-collar,married,tertiary,no,560,yes,no,cellular,2,first half,58,1,136,1,no
31,white-collar,married,tertiary,no,325,yes,no,cellular,18,second half,1139,2,-1,0,yes
29,white-collar,single,tertiary,no,437,no,no,cellular,5,second half,504,1,92,1,yes
48,blue-collar,married,primary,no,574,no,no,cellular,5,second half,348,1,-1,0,no
60,other,married,primary,no,0,no,no,telephone,30,second half,130,3,-1,0,no
74,other,married,secondary,no,935,no,no,cellular,26,first half,100,1,104,1,no
24,blue-collar,married,secondary,no,-220,yes,no,cellular,2,first half,90,1,-1,0,no
33,other,married,primary,no,212,yes,no,cellular,11,second half,260,2,-1,0,no
45,white-collar,divorced,secondary,no,0,no,no,cellular,29,second half,264,1,-1,0,yes
31,blue-collar,married,secondary,no,0,no,yes,telephone,15,second half,275,2,-1,0,no
45,white-collar,married,secondary,no,1673,no,no,cellular,23,second half,76,1,-1,0,no
30,white-collar,single,tertiary,no,4213,no,no,cellular,25,second half,142,4,-1,0,no
45,blue-collar,married,primary,no,0,no,no,cellular,26,second half,454,2,-1,0,no
57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,first half,102,2,178,5,no
34,white-collar,married,tertiary,no,1310,no,no,telephone,30,first half,521,3,158,7,no
40,white-collar,married,secondary,no,0,yes,yes,cellular,17,second half,57,1,-1,0,no
39,white-collar,married,tertiary,no,399,no,no,cellular,9,first half,504,1,-1,0,no
46,white-collar,married,tertiary,no,405,no,no,cellular,11,second half,138,3,-1,0,no
55,white-collar,divorced,tertiary,no,9756,yes,no,cellular,5,first half,103,2,95,1,yes
25,white-collar,single,tertiary,no,2506,no,no,cellular,17,first half,485,1,-1,0,yes
34,white-collar,married,tertiary,no,697,no,no,cellular,5,second half,166,1,-1,0,no
37,blue-collar,married,primary,no,403,yes,no,cellular,8,first half,318,2,338,1,no
64,other,divorced,tertiary,no,890,no,no,cellular,3,second half,531,3,-1,0,no
45,white-collar,divorced,secondary,no,809,yes,no,cellular,13,first half,155,2,363,4,no
57,other,married,secondary,no,158,yes,no,telephone,10,second half,73,1,-1,0,no
58,other,married,secondary,no,2705,no,no,telephone,14,second half,137,1,-1,0,no
58,white-collar,married,tertiary,no,541,yes,no,cellular,8,first half,98,1,-1,0,no
33,white-collar,married,tertiary,no,287,yes,no,cellular,15,first half,199,2,274,3,no
32,white-collar,married,tertiary,no,273,yes,yes,cellular,18,second half,97,3,-1,0,no
54,white-collar,married,tertiary,no,98,no,no,cellular,8,second half,420,4,-1,0,no
47,white-collar,divorced,tertiary,no,477,yes,no,telephone,7,first half,973,1,366,1,no
32,white-collar,single,tertiary,no,2629,no,no,cellular,28,second half,77,4,-1,0,no
59,other,married,tertiary,no,0,no,yes,cellular,29,second half,376,2,-1,0,no
29,white-collar,single,tertiary,no,2325,no,no,cellular,2,first half,125,1,-1,0,yes
48,white-collar,married,secondary,yes,-20,no,no,cellular,20,second half,142,2,-1,0,no
32,white-collar,single,secondary,no,230,yes,no,cellular,18,first half,442,1,266,8,yes
46,white-collar,divorced,secondary,no,-852,no,yes,cellular,29,second half,728,2,-1,0,no
53,blue-collar,married,secondary,no,25,no,no,cellular,22,second half,528,2,-1,0,yes
34,white-collar,single,tertiary,no,9851,yes,no,cellular,20,second half,128,5,-1,0,no
32,white-collar,married,secondary,no,687,no,no,cellular,20,second half,161,4,-1,0,no
31,white-collar,married,secondary,no,1368,yes,no,cellular,12,second half,129,4,-1,0,no
27,blue-collar,single,primary,no,-179,yes,no,cellular,15,first half,54,2,-1,0,no
60,white-collar,married,secondary,no,-396,yes,no,cellular,11,first half,443,1,350,1,no
48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,first half,1181,9,-1,0,no
54,white-collar,divorced,secondary,no,1114,yes,no,cellular,30,first half,81,1,-1,0,no
52,white-collar,married,secondary,no,2072,no,no,cellular,10,second half,224,1,-1,0,no
47,white-collar,married,tertiary,no,459,yes,no,cellular,29,second half,189,4,-1,0,no
34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,second half,50,1,-1,0,no
39,white-collar,single,tertiary,no,1043,no,no,cellular,18,second half,195,10,-1,0,no
46,white-collar,married,secondary,no,2098,no,no,cellular,7,second half,110,2,-1,0,no
26,other,single,secondary,no,461,no,no,cellular,28,first half,214,1,-1,0,no
47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,first half,239,2,-1,0,no
35,white-collar,married,secondary,no,1067,no,yes,cellular,12,second half,179,6,-1,0,no
34,white-collar,married,tertiary,no,1657,yes,no,cellular,18,first half,566,2,356,4,no
47,white-collar,married,secondary,no,1219,no,no,cellular,18,second half,697,4,-1,0,yes
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,second half,1018,2,-1,0,yes
39,white-collar,married,secondary,no,994,no,no,cellular,5,first half,221,1,241,1,no
36,white-collar,married,tertiary,no,6,no,no,telephone,30,second half,246,1,-1,0,no
42,white-collar,single,secondary,no,0,no,no,cellular,21,second half,656,2,-1,0,no
49,white-collar,married,secondary,no,1114,no,no,cellular,17,second half,283,1,-1,0,no
57,white-collar,married,tertiary,no,46,no,no,cellular,7,second half,238,2,-1,0,no
34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,first half,182,1,90,8,no
61,white-collar,married,secondary,no,985,no,no,cellular,18,second half,998,6,-1,0,yes
42,white-collar,married,tertiary,no,520,no,no,cellular,4,second half,158,1,-1,0,no
57,white-collar,married,tertiary,no,10,no,no,telephone,8,second half,320,3,-1,0,no
42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,first half,149,1,364,2,no
53,other,married,secondary,no,6095,yes,yes,cellular,14,first half,410,5,-1,0,no
63,other,married,tertiary,no,133,yes,no,cellular,13,first half,104,2,-1,0,no
45,white-collar,married,secondary,no,0,no,no,cellular,19,second half,145,10,-1,0,no
28,white-collar,single,tertiary,no,-328,yes,no,telephone,2,first half,318,2,-1,0,no
58,other,married,secondary,no,610,yes,no,telephone,29,second half,246,2,-1,0,no
48,white-collar,single,tertiary,no,414,no,no,cellular,21,second half,761,2,-1,0,no
35,white-collar,divorced,tertiary,no,0,yes,no,telephone,29,second half,171,1,-1,0,yes
37,white-collar,married,primary,no,22856,no,no,cellular,2,second half,154,1,388,1,no
25,white-collar,single,secondary,no,-352,no,no,cellular,15,second half,246,1,-1,0,no
58,blue-collar,married,secondary,no,602,yes,no,cellular,13,first half,201,1,-1,0,no
52,white-collar,married,secondary,no,-588,yes,no,cellular,22,second half,81,4,-1,0,no
19,other,single,secondary,no,302,no,no,cellular,16,second half,205,1,-1,0,yes
59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,first half,200,3,-1,0,no
34,white-collar,single,tertiary,no,632,no,no,cellular,22,second half,215,10,-1,0,no
35,white-collar,single,secondary,no,5731,yes,no,cellular,4,first half,164,2,167,4,no
53,white-collar,divorced,secondary,no,112,no,yes,cellular,11,second half,246,3,-1,0,no
35,white-collar,married,secondary,no,0,no,yes,telephone,9,second half,42,1,-1,0,no
33,white-collar,single,tertiary,no,621,no,no,cellular,8,second half,217,1,-1,0,no
36,white-collar,divorced,tertiary,no,1174,yes,no,cellular,18,second half,192,2,-1,0,no
56,white-collar,married,secondary,no,1270,yes,no,cellular,17,second half,80,2,165,2,no
